NODE_NUMBER, occurences 
4895,26
8025,26
8298,26
9369,26
8952,26
7130,26
4929,26
1024,26
1143,26
5970,26
906,26
635,26
3504,26
4348,26
9387,26
8577,26
5280,26
8515,26
697,26
6435,26
8002,26
8380,26
6851,26
2984,26
7461,26
1837,26
8502,26
4526,26
3783,26
6507,26
6088,26
9168,26
9249,26
9380,26
5219,26
5742,26
6067,26
8051,26
5031,26
7385,26
5079,26
8277,26
1338,26
8367,26
2739,26
8082,26
6877,26
5685,26
7904,26
7701,26
3966,26
8718,26
5773,26
6303,26
9691,26
3202,26
3394,25
1,25
3186,25
9114,25
9275,25
400,25
1706,25
7808,25
3672,25
7150,25
4964,25
4620,25
6120,25
3731,25
396,25
9968,25
9637,25
4882,25
3090,25
6807,25
6535,25
7567,25
5912,25
8930,25
9149,25
1671,25
1853,25
5240,25
513,25
7898,25
3382,25
2318,25
5028,25
2348,25
8015,25
7949,25
850,25
4537,25
118,25
985,25
1346,25
7670,25
9258,25
6538,25
3965,25
5530,25
3378,25
8155,25
108,25
9508,25
2928,25
9385,25
1566,25
90,25
6174,25
9759,25
2774,25
7204,25
7072,25
3069,25
8022,25
4310,25
4454,25
8057,25
6711,25
4937,25
7895,25
9186,25
8634,25
2994,25
5975,25
4716,25
1577,25
300,25
6526,25
9991,25
4879,25
4029,25
2395,25
6565,25
3601,25
8891,25
8386,25
1606,25
8709,25
7476,25
7794,25
5042,25
481,25
9162,25
3154,25
4762,25
3977,25
5430,25
4184,25
6012,25
8162,25
9414,25
9979,25
378,25
4303,25
1524,25
196,25
8946,25
3177,25
8221,25
4953,25
3829,25
2026,25
4456,25
7257,25
374,25
1737,25
6833,25
9688,25
6306,25
3969,25
2001,25
2084,25
2902,25
3260,25
1278,25
393,25
7601,25
9442,25
6472,25
1012,25
4775,25
9220,25
6752,25
3486,25
2089,25
9868,25
4283,25
288,25
8746,25
4148,25
891,25
303,25
2359,25
640,25
7591,25
3824,25
2129,25
6049,25
6582,25
5086,25
3660,25
2946,25
8837,25
4295,25
1374,25
4860,25
7724,25
2944,25
4045,25
968,25
1324,25
9289,25
6023,25
3536,25
7112,25
7008,25
8618,25
6206,25
3288,25
8053,25
9323,25
453,25
5232,25
4725,25
7376,25
2939,25
468,25
7485,25
2231,25
1520,25
1019,25
3550,25
2585,25
6799,25
593,25
531,25
1523,25
8048,25
9329,25
2406,25
4491,25
3023,25
5265,25
5802,25
8261,25
7519,25
4488,25
7521,25
1356,25
5752,25
2590,25
3459,25
5458,25
8500,25
683,25
2174,25
2272,25
5603,25
6701,25
8480,25
4301,25
5789,25
3815,25
1089,25
9769,25
8012,25
3879,25
1405,25
9500,25
9080,25
3251,25
5023,25
2593,25
3008,25
2344,25
7861,25
8754,25
5560,25
2959,25
1345,25
5992,25
1001,25
9809,25
1084,25
8475,25
2752,25
2647,25
5374,25
2256,25
9857,25
5877,25
3433,25
8286,25
9375,25
3057,25
2605,25
3082,25
1467,25
4269,25
9456,25
3304,25
2126,25
4469,25
8884,24
1545,24
4648,24
2992,24
6382,24
3030,24
2667,24
4253,24
4530,24
3837,24
7574,24
9452,24
8210,24
5836,24
2619,24
6112,24
2963,24
6028,24
9772,24
5024,24
6078,24
3195,24
2588,24
9079,24
3740,24
4209,24
2622,24
2642,24
3588,24
2877,24
5844,24
7816,24
2525,24
1370,24
665,24
6860,24
7268,24
7686,24
2337,24
1745,24
5845,24
6557,24
1767,24
3921,24
1218,24
914,24
2909,24
1622,24
9807,24
6089,24
4432,24
1326,24
5856,24
97,24
1431,24
9654,24
6975,24
7751,24
9459,24
7583,24
5749,24
6626,24
4317,24
6588,24
9830,24
1277,24
7022,24
3240,24
6370,24
6446,24
7646,24
5351,24
8020,24
8358,24
1281,24
2247,24
3846,24
2106,24
8571,24
4276,24
9122,24
4014,24
6216,24
8231,24
2332,24
7923,24
1223,24
164,24
2692,24
6627,24
170,24
1264,24
788,24
2964,24
181,24
6759,24
9998,24
5538,24
7890,24
7787,24
6900,24
4931,24
3628,24
9832,24
5581,24
1820,24
5136,24
7394,24
7105,24
6486,24
1867,24
9927,24
9788,24
1930,24
9929,24
9614,24
2770,24
5118,24
2458,24
3899,24
4436,24
5176,24
6131,24
4568,24
2401,24
3142,24
2186,24
2540,24
7052,24
6502,24
5166,24
267,24
4493,24
5467,24
286,24
5600,24
3213,24
5839,24
304,24
2811,24
2061,24
2143,24
1822,24
9024,24
2516,24
7491,24
3701,24
8517,24
3048,24
4727,24
4997,24
4523,24
2152,24
9501,24
4800,24
6106,24
411,24
4384,24
7253,24
3196,24
6255,24
8010,24
4910,24
1284,24
1443,24
4494,24
4987,24
9023,24
3733,24
4604,24
2570,24
3386,24
909,24
5940,24
5607,24
9647,24
1194,24
6848,24
9519,24
1255,24
7702,24
6142,24
642,24
3303,24
1748,24
2221,24
5769,24
7857,24
763,24
2715,24
1762,24
7767,24
2973,24
1306,24
9621,24
7623,24
8588,24
7248,24
5509,24
4500,24
4444,24
2258,24
6893,24
8674,24
3084,24
7170,24
7489,24
5113,24
4231,24
1008,24
1242,24
9563,24
7336,24
5356,24
7992,24
2425,24
4123,24
4924,24
9594,24
6449,24
5119,24
1933,24
2736,24
5597,24
8366,24
4592,24
2713,24
1023,24
9635,24
1073,24
6576,24
6301,24
4065,24
3095,24
7834,24
3014,24
5262,24
8620,24
7884,24
7482,24
8739,24
2095,24
4178,24
3176,24
4114,24
4668,24
1457,24
7364,24
7437,24
1682,24
4296,24
4147,24
2798,24
6583,24
7891,24
5890,24
1513,24
8340,24
9925,24
6845,24
1990,24
4885,24
6375,24
4358,24
9845,24
2215,24
6270,24
2191,24
7885,23
9099,23
7409,23
9422,23
8528,23
4606,23
9798,23
6883,23
1311,23
689,23
3788,23
1048,23
9584,23
2592,23
3622,23
4758,23
7833,23
3931,23
1985,23
1824,23
5360,23
3951,23
266,23
685,23
8365,23
1988,23
6925,23
6094,23
6334,23
9790,23
4160,23
1078,23
1124,23
2156,23
9144,23
1485,23
6933,23
532,23
7577,23
3736,23
9616,23
8019,23
8453,23
8909,23
9320,23
9515,23
3415,23
6713,23
7227,23
9203,23
3012,23
6327,23
379,23
5695,23
1499,23
2561,23
4711,23
6069,23
4967,23
8547,23
5775,23
3924,23
1794,23
7382,23
7669,23
7237,23
1581,23
5403,23
8150,23
8169,23
392,23
829,23
8482,23
8853,23
9253,23
5055,23
4121,23
7552,23
9994,23
5329,23
8110,23
5376,23
315,23
2527,23
1686,23
9816,23
133,23
9460,23
6324,23
7707,23
7919,23
9640,23
1491,23
3400,23
4733,23
9106,23
9615,23
7734,23
2884,23
2687,23
5187,23
3423,23
3061,23
7222,23
3900,23
9038,23
6563,23
8692,23
7083,23
6087,23
2776,23
8627,23
9851,23
7758,23
681,23
5495,23
177,23
2376,23
7126,23
920,23
3458,23
5543,23
6368,23
9682,23
3163,23
1634,23
2169,23
1654,23
2167,23
6414,23
5899,23
1234,23
6117,23
6534,23
4063,23
9839,23
3073,23
1283,23
8681,23
5636,23
2002,23
3246,23
3237,23
4261,23
9545,23
3604,23
9528,23
5440,23
4480,23
3730,23
6771,23
6682,23
8296,23
5667,23
3559,23
1962,23
4082,23
7269,23
1135,23
3157,23
7880,23
9787,23
1948,23
6549,23
3271,23
5275,23
707,23
8256,23
291,23
7018,23
7651,23
5714,23
6292,23
7189,23
2261,23
6886,23
314,23
1051,23
8556,23
2533,23
7325,23
7611,23
5032,23
3980,23
6186,23
6977,23
3882,23
5774,23
5866,23
6408,23
9785,23
839,23
5279,23
853,23
8733,23
3757,23
7789,23
9727,23
3884,23
8810,23
8602,23
5702,23
7680,23
8080,23
7876,23
5594,23
9603,23
2308,23
7825,23
7430,23
9221,23
2599,23
8749,23
569,23
4041,23
832,23
4516,23
4969,23
5098,23
4994,23
5104,23
3735,23
7899,23
9157,23
8735,23
5253,23
8989,23
5558,23
6697,23
2085,23
7260,23
4694,23
1079,23
8061,23
946,23
3298,23
9492,23
1233,23
3098,23
5828,23
8621,23
4069,23
9733,23
1550,23
776,23
4399,23
8437,23
7070,23
7971,23
3681,23
6489,23
4417,23
1350,23
2333,23
7128,23
9425,23
1178,23
698,23
704,23
8281,23
3172,23
5983,23
3591,23
9770,23
1126,23
768,23
6518,23
5394,23
1780,23
1700,23
1830,23
3005,23
4782,23
5910,23
6004,23
6353,23
5499,23
3729,23
7199,23
4091,23
5858,23
2582,23
5078,23
1120,23
3663,23
998,23
1319,23
5956,23
4435,23
1056,23
9351,23
6015,23
8906,23
2091,23
5505,23
3150,23
2468,23
8229,23
6022,23
4852,23
3801,23
4767,23
6477,23
1916,23
3099,23
6196,23
9651,23
9591,23
3422,23
3230,23
2504,23
2808,23
6910,23
2597,23
8856,23
8752,23
8107,22
5982,22
4968,22
8788,22
6317,22
5988,22
8471,22
694,22
3606,22
7820,22
974,22
2535,22
6048,22
8695,22
5378,22
6169,22
2612,22
9872,22
7412,22
3753,22
4635,22
7097,22
42,22
115,22
1726,22
5671,22
7955,22
1848,22
6875,22
8682,22
2700,22
5268,22
3448,22
562,22
4092,22
8316,22
1891,22
3464,22
4249,22
6998,22
171,22
2957,22
4434,22
5249,22
1760,22
7393,22
8758,22
5516,22
4826,22
4774,22
231,22
2546,22
4971,22
4626,22
5410,22
6580,22
4720,22
117,22
5634,22
272,22
7034,22
9382,22
8011,22
6389,22
4215,22
4186,22
4490,22
6054,22
2189,22
4401,22
8305,22
3130,22
150,22
9996,22
977,22
8691,22
8491,22
3777,22
8807,22
5614,22
5035,22
2092,22
2503,22
5196,22
3624,22
4389,22
4504,22
9372,22
7906,22
204,22
4761,22
7677,22
180,22
1341,22
9750,22
7378,22
7074,22
8118,22
5518,22
8736,22
9305,22
982,22
4262,22
1887,22
9596,22
9801,22
848,22
9202,22
3117,22
5479,22
3171,22
2220,22
6193,22
6567,22
5784,22
5388,22
220,22
2454,22
6881,22
2429,22
5456,22
757,22
250,22
6429,22
2409,22
6673,22
3011,22
7373,22
9370,22
295,22
7679,22
3623,22
6815,22
8189,22
6885,22
4048,22
2357,22
3058,22
2177,22
8271,22
626,22
366,22
8576,22
7849,22
5565,22
311,22
6858,22
9922,22
2685,22
6308,22
6578,22
4783,22
9420,22
7687,22
5358,22
2857,22
5076,22
5418,22
2800,22
4016,22
4747,22
4050,22
4561,22
5109,22
9498,22
9394,22
497,22
2234,22
5895,22
3049,22
6960,22
3145,22
5157,22
1829,22
8984,22
3231,22
5083,22
8093,22
6418,22
6128,22
6683,22
421,22
1066,22
7328,22
1310,22
1639,22
755,22
1615,22
449,22
2865,22
1409,22
5141,22
4525,22
7349,22
1854,22
4785,22
4515,22
5317,22
485,22
8028,22
8954,22
1906,22
3546,22
7589,22
9224,22
6170,22
9277,22
5282,22
529,22
6821,22
6077,22
1026,22
2793,22
1117,22
3002,22
8214,22
1809,22
7595,22
9960,22
8198,22
3570,22
5736,22
8425,22
5766,22
4900,22
7910,22
1403,22
8965,22
2024,22
5173,22
3817,22
8362,22
5062,22
6736,22
4989,22
9347,22
5154,22
725,22
5563,22
4282,22
7117,22
8724,22
3080,22
737,22
9280,22
9717,22
2942,22
7859,22
5596,22
1463,22
1216,22
975,22
7932,22
3450,22
6570,22
3910,22
2148,22
1044,22
7173,22
5822,22
4190,22
2677,22
9804,22
6448,22
8332,22
2135,22
8030,22
8729,22
7999,22
9005,22
9639,22
8111,22
7826,22
2506,22
5259,22
6295,22
5955,22
4984,22
3929,22
5169,22
1401,22
4174,22
6826,22
7571,22
3939,22
7585,22
1868,22
3603,22
4097,22
7225,22
2420,22
3843,22
8312,22
4145,22
2,21
2172,21
632,21
4636,21
8329,21
4795,21
122,21
1508,21
13,21
8247,21
2646,21
5731,21
2063,21
9151,21
4166,21
4551,21
8882,21
917,21
2183,21
8898,21
6328,21
1240,21
5474,21
8641,21
9887,21
4373,21
59,21
4670,21
3064,21
6776,21
899,21
7426,21
1677,21
71,21
5826,21
4731,21
818,21
3749,21
9861,21
1910,21
5814,21
8303,21
7638,21
3294,21
2587,21
3388,21
2767,21
6569,21
6086,21
8593,21
1539,21
6356,21
3540,21
5009,21
5508,21
8875,21
5627,21
6455,21
6172,21
633,21
2104,21
3841,21
6291,21
7731,21
8921,21
3206,21
8802,21
7106,21
3851,21
4819,21
3528,21
2188,21
8992,21
5619,21
2751,21
168,21
7523,21
5791,21
7664,21
4943,21
8361,21
5054,21
611,21
5626,21
9886,21
960,21
188,21
9116,21
7873,21
6258,21
9124,21
9205,21
5417,21
6051,21
8612,21
7234,21
935,21
1637,21
9817,21
4270,21
6148,21
9137,21
2729,21
2079,21
5589,21
8042,21
7277,21
5389,21
5764,21
1845,21
5206,21
1002,21
8005,21
3200,21
8883,21
2094,21
9978,21
8234,21
1380,21
7472,21
8511,21
5414,21
7438,21
2320,21
9109,21
2056,21
5252,21
9282,21
7343,21
317,21
4855,21
4127,21
8132,21
334,21
335,21
994,21
4325,21
6200,21
8819,21
2073,21
9761,21
8067,21
3984,21
4777,21
8207,21
364,21
5383,21
8773,21
7144,21
2460,21
3377,21
4861,21
5002,21
3091,21
409,21
5468,21
2251,21
6623,21
1563,21
2307,21
1935,21
5191,21
5673,21
8912,21
4798,21
9475,21
3461,21
5460,21
1950,21
1879,21
2633,21
2112,21
1418,21
3510,21
5372,21
489,21
2629,21
6008,21
7428,21
1764,21
1893,21
5346,21
9360,21
7632,21
4665,21
8774,21
2598,21
7893,21
1641,21
5446,21
4360,21
9536,21
6941,21
2621,21
9572,21
8054,21
7784,21
572,21
5214,21
1475,21
4811,21
7029,21
5123,21
3582,21
3651,21
7710,21
7266,21
7694,21
8115,21
9623,21
6973,21
1377,21
5342,21
9550,21
6645,21
4076,21
5132,21
9259,21
5629,21
9083,21
1340,21
5421,21
6514,21
4250,21
5951,21
3501,21
9957,21
1834,21
7233,21
857,21
834,21
4409,21
9430,21
6214,21
7238,21
2441,21
1453,21
9048,21
7202,21
3967,21
3410,21
3998,21
3619,21
4306,21
2381,21
4379,21
9009,21
5448,21
6234,21
4560,21
5897,21
4674,21
7606,21
5632,21
4730,21
8104,21
4991,21
1068,21
1096,21
1387,21
2290,21
5697,21
1226,21
5289,21
9837,21
9377,21
1504,21
7087,21
8914,21
3667,21
5545,21
9383,21
1464,21
5644,21
2993,21
6384,21
8295,21
9240,21
8066,21
6906,21
4796,21
6577,21
2351,20
4316,20
1517,20
142,20
6597,20
9025,20
8024,20
2462,20
1164,20
6879,20
93,20
6439,20
127,20
4130,20
1046,20
699,20
8352,20
4474,20
103,20
6284,20
368,20
7928,20
2625,20
9673,20
2511,20
1515,20
554,20
3523,20
7450,20
4986,20
6648,20
233,20
4503,20
4806,20
4831,20
6150,20
5069,20
3148,20
5863,20
1840,20
98,20
5164,20
6135,20
500,20
3348,20
4520,20
8284,20
2121,20
8326,20
2476,20
116,20
8463,20
2678,20
2572,20
5901,20
9734,20
6985,20
7468,20
7504,20
8860,20
6082,20
7239,20
8273,20
856,20
4439,20
5256,20
4400,20
425,20
6641,20
4907,20
3449,20
9411,20
8134,20
8638,20
3363,20
4833,20
3065,20
8398,20
6545,20
5551,20
2222,20
7107,20
8479,20
9051,20
9542,20
7690,20
948,20
9300,20
6230,20
6803,20
8513,20
6634,20
7368,20
9113,20
8164,20
1141,20
6208,20
2362,20
4521,20
5536,20
9915,20
3886,20
1232,20
9775,20
3460,20
4617,20
3575,20
255,20
5931,20
2096,20
3718,20
6921,20
819,20
582,20
279,20
1768,20
4406,20
3927,20
8542,20
8868,20
3970,20
7274,20
2216,20
5615,20
9182,20
4070,20
5380,20
9321,20
8163,20
1106,20
1083,20
6393,20
3677,20
2680,20
8949,20
4650,20
363,20
9745,20
6573,20
8101,20
9248,20
7391,20
2474,20
2950,20
7110,20
8282,20
6870,20
9308,20
7752,20
1500,20
407,20
8849,20
5210,20
7745,20
7046,20
6066,20
9211,20
6699,20
2041,20
4146,20
8379,20
740,20
461,20
9188,20
9446,20
8761,20
9821,20
6184,20
3390,20
5521,20
1558,20
966,20
4263,20
9152,20
4502,20
5273,20
1918,20
3999,20
8123,20
3883,20
4064,20
4867,20
1747,20
6525,20
535,20
3047,20
5333,20
7464,20
8923,20
9630,20
3297,20
2930,20
6423,20
9669,20
5800,20
7947,20
1481,20
2705,20
892,20
8604,20
7681,20
7318,20
7193,20
6720,20
6249,20
4144,20
8980,20
9520,20
5481,20
8544,20
661,20
9604,20
9546,20
4858,20
803,20
3745,20
4993,20
9071,20
3750,20
7279,20
8317,20
4945,20
6320,20
2701,20
4012,20
4958,20
5885,20
7837,20
2295,20
9631,20
7945,20
4273,20
8076,20
3000,20
2142,20
3074,20
3997,20
4468,20
5520,20
6387,20
7693,20
3612,20
4034,20
6661,20
2414,20
7211,20
2028,20
5060,20
1382,20
2911,20
6202,20
9272,20
2521,20
4712,20
2477,20
1186,20
8852,20
8177,20
8979,20
8083,20
1656,20
5933,20
7475,20
2892,20
7660,20
7003,20
4057,20
3476,20
8200,20
7420,20
3243,20
3627,20
6820,20
6352,20
3993,20
1290,20
7774,20
6367,20
8595,20
3502,20
2991,20
3780,20
3086,20
2345,20
8337,20
9875,20
9052,20
8186,20
2204,20
8639,20
2948,20
6090,20
4507,20
7303,20
3656,20
7832,20
9158,20
9527,20
2890,20
3625,20
3668,20
6671,20
8390,20
2926,20
5583,20
3794,20
3028,20
2025,19
8664,19
947,19
2638,19
1031,19
8449,19
5728,19
2383,19
888,19
6344,19
5063,19
5606,19
7600,19
4950,19
863,19
3392,19
4031,19
9710,19
2748,19
6493,19
1433,19
1371,19
5226,19
3197,19
2697,19
7754,19
9587,19
4407,19
2049,19
1613,19
9388,19
860,19
4549,19
2319,19
5172,19
2080,19
3662,19
2846,19
8905,19
2117,19
1435,19
495,19
1362,19
7305,19
4087,19
82,19
459,19
609,19
92,19
3203,19
5203,19
9431,19
6530,19
4271,19
6889,19
9554,19
2017,19
5827,19
8596,19
3395,19
646,19
9506,19
6880,19
4662,19
7423,19
5945,19
4772,19
5637,19
6115,19
5854,19
6729,19
5034,19
344,19
2571,19
5921,19
3209,19
157,19
915,19
7243,19
4100,19
9595,19
9355,19
706,19
9919,19
5494,19
308,19
2725,19
9629,19
191,19
1691,19
5991,19
3170,19
9844,19
6162,19
1942,19
6092,19
5089,19
1476,19
2417,19
9401,19
3315,19
9197,19
980,19
8153,19
9469,19
9028,19
6194,19
6055,19
8275,19
371,19
9722,19
3683,19
8889,19
5326,19
2735,19
1244,19
256,19
898,19
8287,19
2274,19
6239,19
1839,19
2103,19
2192,19
9417,19
9549,19
8532,19
4217,19
7569,19
6358,19
8953,19
4570,19
5496,19
4110,19
655,19
3081,19
1337,19
6266,19
4700,19
323,19
5168,19
1449,19
2552,19
7830,19
4391,19
2210,19
4181,19
4353,19
3771,19
1828,19
575,19
4887,19
7958,19
875,19
7915,19
4764,19
3191,19
1057,19
712,19
9487,19
3795,19
8212,19
4347,19
8700,19
5604,19
9056,19
5524,19
6936,19
1199,19
6686,19
4042,19
8185,19
4094,19
1011,19
6540,19
9190,19
8910,19
1429,19
8730,19
3483,19
1618,19
4298,19
8418,19
7501,19
1238,19
426,19
3451,19
4559,19
3021,19
511,19
6574,19
722,19
1704,19
809,19
5618,19
1855,19
1673,19
3167,19
3691,19
8659,19
8803,19
6111,19
5399,19
3743,19
8671,19
512,19
6350,19
9474,19
991,19
8975,19
8551,19
9467,19
3295,19
1593,19
8655,19
4423,19
8086,19
954,19
5861,19
3342,19
6431,19
6769,19
4721,19
7889,19
7295,19
2442,19
9468,19
9264,19
7705,19
7617,19
1304,19
2275,19
5701,19
5595,19
9765,19
9246,19
2799,19
735,19
7639,19
4457,19
1875,19
8148,19
2160,19
9192,19
9511,19
4001,19
5334,19
2113,19
1687,19
3937,19
9642,19
6946,19
3417,19
9781,19
6687,19
5564,19
3407,19
7735,19
8800,19
916,19
9541,19
8890,19
8143,19
2859,19
973,19
8741,19
6734,19
6211,19
2883,19
8322,19
7878,19
7294,19
6415,19
8098,19
5698,19
6873,19
3705,19
4345,19
7725,19
6104,19
4824,19
1391,19
9247,19
4746,19
3205,19
8565,19
2586,19
5980,19
5670,19
4472,19
3848,19
3420,19
6751,19
8097,19
9771,19
7286,19
8363,19
4676,19
9194,19
1779,19
8871,19
1952,19
4578,19
4366,19
3474,19
8371,18
6409,18
7921,18
9303,18
5080,18
8915,18
2879,18
5487,18
8478,18
1285,18
9530,18
9934,18
9497,18
5449,18
2645,18
2674,18
1050,18
3807,18
1267,18
9108,18
3682,18
51,18
1703,18
128,18
4632,18
7689,18
7463,18
3488,18
6872,18
88,18
264,18
8218,18
1833,18
6179,18
854,18
5820,18
5369,18
3943,18
9513,18
3289,18
9540,18
2083,18
8656,18
7155,18
258,18
3870,18
86,18
9489,18
8834,18
9018,18
3257,18
5291,18
7217,18
2044,18
1626,18
6506,18
1169,18
1357,18
1736,18
3716,18
4473,18
2876,18
9256,18
9225,18
8722,18
8423,18
9436,18
4872,18
567,18
210,18
2048,18
8606,18
3498,18
4541,18
135,18
2988,18
4011,18
5952,18
148,18
6749,18
2856,18
4518,18
404,18
9089,18
1363,18
9097,18
9368,18
8109,18
7536,18
1378,18
7835,18
1585,18
2446,18
9909,18
1732,18
4098,18
5209,18
9666,18
8680,18
7212,18
7653,18
3412,18
736,18
3482,18
2242,18
2473,18
4647,18
202,18
6806,18
6958,18
359,18
1372,18
8759,18
7559,18
5928,18
676,18
6804,18
3530,18
2497,18
3533,18
3032,18
238,18
6532,18
4609,18
2961,18
1880,18
3016,18
4089,18
8846,18
6434,18
3174,18
9902,18
5824,18
260,18
4177,18
2147,18
4977,18
3630,18
1519,18
1105,18
9040,18
4857,18
6733,18
3885,18
4614,18
3192,18
5786,18
6785,18
1937,18
6223,18
432,18
2825,18
2530,18
5623,18
3352,18
6469,18
3385,18
316,18
8570,18
3268,18
7714,18
3573,18
9496,18
3166,18
6411,18
1541,18
9768,18
4408,18
1331,18
3537,18
1100,18
8717,18
5803,18
5553,18
2310,18
9602,18
7649,18
3618,18
2168,18
365,18
7720,18
6363,18
1146,18
3101,18
3800,18
3728,18
1555,18
6616,18
1333,18
1470,18
2606,18
8045,18
1785,18
7384,18
1642,18
4601,18
9092,18
2226,18
7259,18
5846,18
4723,18
1498,18
6854,18
2694,18
5306,18
9140,18
951,18
5848,18
1369,18
3040,18
1128,18
9774,18
8145,18
1459,18
3380,18
6265,18
3103,18
3165,18
4078,18
4320,18
6916,18
761,18
7517,18
1417,18
7053,18
502,18
9348,18
4850,18
3018,18
8094,18
2171,18
1702,18
9707,18
545,18
556,18
4517,18
9039,18
6052,18
4706,18
9346,18
3253,18
4153,18
8886,18
4497,18
598,18
7512,18
3584,18
4122,18
3775,18
614,18
4959,18
621,18
4553,18
4580,18
634,18
6891,18
5057,18
9784,18
9066,18
6649,18
672,18
7911,18
3492,18
3092,18
1469,18
8144,18
2214,18
9443,18
4903,18
6309,18
727,18
6278,18
1450,18
8507,18
9835,18
9440,18
5878,18
760,18
5463,18
7235,18
2557,18
9297,18
7838,18
2090,18
9156,18
3544,18
2839,18
9354,18
5018,18
8456,18
5323,18
9353,18
858,18
8716,18
4120,18
996,18
6243,18
2163,18
8646,18
2361,18
5588,18
9260,18
4081,18
8441,18
9950,18
7827,18
4066,18
3035,18
8172,18
9310,18
5466,18
5120,18
3871,18
1015,18
5311,18
7448,18
1399,18
1917,18
1074,18
9358,18
1688,18
1082,18
1239,18
1090,18
9123,18
7584,18
3063,18
4812,18
3866,18
8081,18
1298,18
6020,18
2034,18
3305,18
4902,18
7905,18
7138,18
1446,18
5314,18
7715,18
7091,18
6553,18
5611,18
7773,18
1895,18
6703,18
7796,18
7824,18
2498,18
5699,18
5500,18
3700,18
2340,18
9041,18
6311,18
6478,18
4695,18
8103,18
7981,17
4,17
5745,17
8537,17
8044,17
9698,17
8932,17
3034,17
16,17
4313,17
20,17
5431,17
5753,17
2224,17
4257,17
26,17
405,17
6159,17
3808,17
6391,17
2235,17
290,17
8669,17
5321,17
2689,17
183,17
1959,17
9773,17
9677,17
8757,17
3644,17
7161,17
1667,17
6374,17
8694,17
6212,17
6461,17
7844,17
1538,17
7529,17
4582,17
3424,17
5635,17
5188,17
1065,17
1246,17
1085,17
4805,17
4838,17
1743,17
7425,17
7184,17
6251,17
8038,17
100,17
8257,17
394,17
3979,17
6909,17
6496,17
3917,17
254,17
663,17
5620,17
1388,17
1831,17
8336,17
2187,17
8857,17
8280,17
7819,17
1236,17
5255,17
2031,17
6541,17
5424,17
8836,17
2737,17
3589,17
1911,17
2198,17
1021,17
9917,17
9719,17
6646,17
3586,17
7543,17
7672,17
5493,17
7314,17
5220,17
5058,17
617,17
4751,17
8301,17
5526,17
9426,17
4119,17
8147,17
1360,17
6902,17
3244,17
4461,17
3657,17
2311,17
9138,17
7403,17
8996,17
3873,17
1268,17
9397,17
7389,17
464,17
1208,17
4203,17
5451,17
8085,17
3881,17
9407,17
5051,17
1182,17
9963,17
8215,17
1383,17
7691,17
2321,17
4891,17
6218,17
7411,17
5678,17
4621,17
9928,17
4641,17
8117,17
2199,17
7563,17
3679,17
8001,17
6497,17
5546,17
8369,17
8613,17
9330,17
5274,17
296,17
8842,17
3045,17
8575,17
9846,17
305,17
6810,17
3121,17
4972,17
5504,17
5849,17
2509,17
5511,17
6332,17
4346,17
4111,17
6571,17
340,17
2248,17
8306,17
3845,17
3758,17
8068,17
3958,17
6191,17
8956,17
8546,17
3693,17
2935,17
3185,17
8935,17
4308,17
7143,17
9778,17
750,17
2703,17
5679,17
6402,17
7156,17
2792,17
443,17
5813,17
6839,17
457,17
6443,17
9064,17
5075,17
5277,17
7610,17
5454,17
6041,17
8154,17
4544,17
8679,17
7230,17
9699,17
2347,17
1000,17
2628,17
628,17
8069,17
9756,17
8742,17
7215,17
6714,17
6073,17
5768,17
7054,17
7057,17
4548,17
6992,17
8589,17
4547,17
5011,17
1991,17
9062,17
2354,17
3670,17
900,17
911,17
4109,17
6692,17
574,17
9437,17
9227,17
6767,17
7822,17
8458,17
1301,17
3455,17
5911,17
6852,17
1597,17
5174,17
8869,17
1385,17
6063,17
3435,17
9216,17
2953,17
1129,17
1274,17
9626,17
7697,17
2519,17
6847,17
8414,17
4496,17
1674,17
4302,17
8519,17
2043,17
7892,17
754,17
2488,17
8448,17
7030,17
769,17
7380,17
1133,17
1987,17
8245,17
2917,17
6027,17
4540,17
3418,17
4663,17
5244,17
9696,17
1955,17
3852,17
1750,17
2576,17
4339,17
9806,17
873,17
5385,17
4142,17
4137,17
4911,17
9912,17
6017,17
5582,17
6831,17
932,17
2863,17
2499,17
7337,17
2457,17
8817,17
3347,17
972,17
3641,17
4015,17
2377,17
3707,17
2437,17
9899,17
2108,17
4844,17
1966,17
4960,17
8697,17
7276,17
1595,17
3368,17
9073,17
3094,17
4566,17
1183,17
4394,17
2327,17
9914,17
8516,17
7345,17
9641,17
4484,17
6188,17
8705,17
1713,17
1531,17
6978,17
1874,17
3818,17
7398,17
5797,17
7755,17
2765,17
7941,17
9434,17
3597,17
2324,17
7570,17
2053,17
3805,17
2673,17
4845,17
5225,17
8701,17
8990,17
8180,17
5608,17
6003,17
2693,17
8795,17
7497,17
9831,17
7655,17
5248,17
2012,17
4009,17
9794,17
5182,17
4893,17
4656,17
2373,17
7966,17
2022,17
3911,17
5413,17
2486,17
5573,17
5298,17
3234,17
6289,17
4705,17
8501,17
8071,16
7086,16
7267,16
1903,16
1448,16
7273,16
687,16
232,16
3226,16
7626,16
550,16
4008,16
5853,16
9985,16
3793,16
2005,16
37,16
6359,16
9725,16
3568,16
9814,16
2790,16
2366,16
1305,16
923,16
7737,16
4643,16
4803,16
2346,16
7532,16
4944,16
66,16
244,16
8995,16
1696,16
78,16
4311,16
7084,16
7397,16
5568,16
4661,16
