x,y,z,label,group
-7.482945,-0.07298106,-21.046783,7.0,1
-11.094657,15.091048,-0.054002807,14.0,2
-2.3500814,28.20128,-4.035031,19.0,5
-0.8535183,4.507952,-5.696455,4.0,0
11.909916,7.7666087,14.527844,17.0,4
0.96714485,31.065924,-16.335579,17.0,4
8.571764,7.7317643,27.79256,13.0,2
-4.9122176,21.774675,16.36222,16.0,4
11.307737,-2.9815807,12.1507015,15.0,5
14.158915,6.8945255,-1.1141318,19.0,5
5.9649773,-17.656376,-18.845821,11.0,2
3.478772,22.422882,-16.314901,17.0,4
18.056076,21.77942,-12.322382,0.0,5
9.131603,10.335102,11.4480095,17.0,4
2.6894937,5.023111,9.91039,0.0,5
-10.2184925,7.014646,8.094138,4.0,0
0.004685033,-17.533884,1.9559917,15.0,5
-3.8086703,25.2204,2.7588928,16.0,4
-16.76964,-5.6439466,6.4814487,12.0,2
-15.433513,-17.861,11.723264,12.0,2
-17.190619,19.056965,5.444253,11.0,2
5.616041,11.253659,-15.120292,9.0,1
4.175032,3.9379516,19.01615,9.0,1
-28.717316,-4.3512983,-2.8182437,1.0,0
17.83052,-1.3009645,6.807119,9.0,1
14.07462,-9.90148,-6.522804,1.0,0
-29.710985,-0.92556906,8.775162,14.0,2
-9.185823,23.51118,-10.550945,13.0,2
-6.5108943,13.300112,-4.8607197,14.0,2
8.985945,-19.541569,4.0851326,16.0,4
-6.682409,-9.284298,-17.83562,4.0,0
0.90204376,20.37272,4.7575374,13.0,2
3.690813,-0.57889473,-18.616219,12.0,2
-0.99018884,12.150515,-11.636933,8.0,1
-13.723245,-32.201515,-8.270773,4.0,0
-30.16052,-0.8181328,11.4746685,14.0,2
15.262131,24.849394,8.026475,15.0,5
9.27077,-17.484528,0.52687824,2.0,0
10.472181,8.211805,-24.955965,0.0,5
-0.27508035,17.108292,-15.513312,15.0,5
2.7709253,23.445887,-2.4342766,15.0,5
11.72333,19.843687,4.4077754,15.0,5
12.593074,3.616939,-23.836142,0.0,5
0.69717705,16.391098,-15.08028,7.0,1
5.0514708,31.896273,1.3808867,17.0,4
-19.840406,5.2718687,0.8772907,12.0,2
-12.646494,-29.679,-6.1614604,5.0,0
26.884525,-15.160682,1.3824487,19.0,5
9.775964,3.2109678,21.12089,4.0,0
12.229444,-6.916211,2.6138527,1.0,0
-18.398607,-8.329052,0.09782132,5.0,0
-12.901578,3.6539407,21.096813,18.0,4
5.808189,5.802149,-4.7880306,8.0,1
11.76075,-12.078977,-0.64620894,12.0,2
1.5038086,12.681582,2.7152638,18.0,4
-3.4805999,-18.653933,-15.432846,2.0,0
-18.00053,-2.4295778,-4.779231,5.0,0
2.040827,22.815237,2.7496722,0.0,5
-23.169724,-7.315461,4.6742926,3.0,0
10.227154,24.626814,-17.26157,17.0,4
-8.230219,-7.372145,-4.9748034,2.0,0
23.538351,-10.917672,-20.353899,17.0,4
12.255274,4.9201713,-29.397602,0.0,5
-23.777344,-10.093983,15.121029,12.0,2
24.498451,7.502873,-1.2820865,9.0,1
7.4142213,5.7815948,10.937889,16.0,4
-3.9580162,9.684946,10.888598,16.0,4
25.923656,-10.258087,0.21150377,10.0,1
3.8031793,-11.913712,-15.462137,1.0,0
15.045492,25.626959,3.919858,0.0,5
4.1474423,-3.8993697,-8.822518,4.0,0
21.8462,19.498684,-3.281605,0.0,5
22.860762,9.954374,15.600083,7.0,1
-22.141665,15.983547,13.68443,11.0,2
8.207426,24.914047,-10.80096,15.0,5
-3.779768,-27.64003,-3.6949637,4.0,0
7.789779,-25.108547,14.452571,6.0,3
32.30396,3.0800002,0.37124345,9.0,1
6.244284,-22.35578,16.26753,6.0,3
21.594536,-0.99960715,-13.554677,17.0,4
11.084378,4.4440536,-10.83332,18.0,4
9.397166,-0.33836192,-19.387262,8.0,1
3.1697705,-7.807581,-2.621319,13.0,2
-22.895481,-10.409407,-17.191517,2.0,0
16.925762,12.707746,5.6000843,11.0,2
10.782132,-6.5173993,22.414011,9.0,1
6.7693624,-20.723461,7.5892005,6.0,3
18.031048,5.845216,7.417235,9.0,1
-6.146035,3.3113275,-26.809658,8.0,1
-17.125648,19.375822,8.392957,11.0,2
1.0704604,-8.468317,2.3223174,7.0,1
18.015028,4.6360564,-14.997732,13.0,2
-2.6972485,12.146972,-21.493511,7.0,1
6.37276,-0.92567253,-3.1972735,13.0,2
-22.890238,-11.911788,-18.501225,2.0,0
20.108917,-1.4069145,2.126987,9.0,1
-23.488306,14.222854,14.613686,11.0,2
28.63289,-12.244773,0.50537443,9.0,1
9.743673,3.0198505,-27.206066,0.0,5
-15.103094,14.507451,9.30524,11.0,2
5.6298895,-19.722218,6.9238563,14.0,2
-9.759248,-6.660783,15.156381,6.0,3
-18.406406,6.3088336,5.448294,19.0,5
-8.30602,16.070053,-12.886551,5.0,0
-0.9572818,-28.7782,7.229887,10.0,1
-0.76597154,-5.9056487,5.844644,13.0,2
9.83371,17.86864,-6.464234,15.0,5
22.899664,-0.79029024,2.4317837,9.0,1
-1.7506692,22.207067,-17.556995,16.0,4
5.4843564,-25.855268,-0.88645667,5.0,0
-6.6651278,-27.87047,-1.9688447,3.0,0
-10.686093,-6.4832478,16.315134,8.0,1
23.353455,-14.317892,10.277071,2.0,0
14.812842,8.929171,-25.672216,0.0,5
3.817466,-11.743616,24.53011,6.0,3
9.017143,-20.543154,5.382214,8.0,1
-12.902641,-11.5859995,1.0143933,5.0,0
-24.006363,15.366204,8.382078,11.0,2
4.6389356,3.492312,-3.9627006,14.0,2
-25.301561,-10.748413,13.623704,1.0,0
3.0056663,1.5404395,15.591388,12.0,2
-31.494246,-2.4617755,-3.9879122,1.0,0
-35.476063,-1.8156725,-4.8406587,12.0,2
6.4012246,-26.170927,-0.70294374,7.0,1
-14.050948,-2.15481,6.702929,7.0,1
27.122868,-11.384506,-13.886447,18.0,4
-9.940112,12.007699,-19.130398,3.0,0
-10.102567,-7.7131376,23.85374,18.0,4
-36.057865,-1.3011426,-4.051051,3.0,0
3.0161269,-4.0500393,-0.13410339,7.0,1
15.263209,-15.629375,8.982365,3.0,0
-7.820677,-12.023873,7.2140155,5.0,0
-5.0209827,24.099709,1.2237087,16.0,4
25.38992,-3.497703,-0.8482102,10.0,1
-6.1594496,-5.2089996,18.023304,9.0,1
-0.061927106,31.872961,-13.835182,17.0,4
-5.4251084,-11.943553,17.444168,12.0,2
-4.6490374,-9.829056,22.039171,12.0,2
0.17734663,24.936487,-2.5520318,15.0,5
23.414118,15.553764,8.56996,0.0,5
-10.317238,-30.071922,-5.237403,12.0,2
-3.8084333,-9.170984,3.127296,3.0,0
12.798196,3.6717958,19.089436,18.0,4
31.86432,-15.774585,1.0305498,5.0,0
-6.5507526,-16.42916,-12.035906,3.0,0
2.388614,25.878859,4.2831087,0.0,5
-1.2832274,0.32390314,-5.8270636,13.0,2
6.449646,-5.4378653,23.475452,5.0,0
6.7074366,-17.558804,-2.0439255,12.0,2
11.763724,2.9828134,-4.2398844,5.0,0
10.949438,-8.72421,-21.106499,12.0,2
-21.584295,-7.933229,-11.891418,2.0,0
26.917892,-11.310632,-13.289257,18.0,4
13.492514,-12.8641405,18.861362,18.0,4
3.1298263,-18.860798,3.2972188,5.0,0
-2.676303,10.587418,9.908883,8.0,1
-6.614408,15.896814,-13.746428,12.0,2
-7.9996047,-14.3896675,-2.4913642,12.0,2
17.291784,-9.456121,-5.35587,1.0,0
5.0306354,-14.518479,-13.441998,4.0,0
-7.4171104,14.532387,-10.692503,4.0,0
-10.082413,-5.571604,-29.019547,11.0,2
-6.948709,22.690851,-10.374036,13.0,2
-4.8497577,9.611112,-1.0519097,0.0,5
-9.410191,-13.252951,8.770928,7.0,1
-16.843977,-13.87898,-0.07399037,1.0,0
8.014216,21.84759,-18.823965,17.0,4
-14.275,3.7048867,-12.059568,11.0,2
-7.844388,2.79932,-28.676905,12.0,2
-19.745543,16.293552,11.412774,11.0,2
7.448773,0.06454898,-16.28898,7.0,1
29.43755,14.446177,2.1885564,0.0,5
21.152405,-15.212228,15.395105,6.0,3
-29.078312,-6.731369,-6.813426,2.0,0
-5.0837083,17.607094,3.551538,15.0,5
-6.1767693,-7.4706464,16.699797,16.0,4
10.208929,-8.949642,-14.79251,13.0,2
10.243249,5.7597566,23.599386,13.0,2
7.363114,-18.616184,3.0219204,6.0,3
-23.529196,2.5697372,-6.9591856,5.0,0
0.5134945,12.610461,-19.220448,7.0,1
15.04807,6.550073,-28.952242,0.0,5
-13.281868,20.23814,-0.13839474,8.0,1
0.54082274,-3.4557314,34.74278,6.0,3
-3.491699,-9.652059,-12.30504,1.0,0
16.373474,-16.58891,13.607372,7.0,1
-13.062811,0.37285173,-32.224964,5.0,0
22.113508,12.134738,13.754245,10.0,1
7.617073,-23.515144,3.0603814,3.0,0
-4.0785546,25.621733,1.5401103,16.0,4
-18.811327,11.907459,11.330582,11.0,2
2.6379075,-2.6422768,36.21005,10.0,1
30.664509,8.068419,-2.5814335,10.0,1
-11.004351,-17.280766,10.812569,3.0,0
-10.095397,8.696173,12.930963,16.0,4
-9.162168,-32.305187,-10.281671,4.0,0
10.056081,-22.698782,12.443411,7.0,1
-5.195524,19.56147,-9.498806,13.0,2
-0.3438817,32.199432,-16.406372,17.0,4
1.6027161,0.47337666,15.998676,4.0,0
-10.587041,2.1611333,12.825754,7.0,1
32.06246,-14.247021,-1.7201079,10.0,1
-6.582931,-4.5608635,7.6370277,6.0,3
25.575003,8.423687,10.387027,9.0,1
8.23929,18.580124,7.6554275,15.0,5
-17.601297,17.742453,2.0361447,11.0,2
-2.34027,25.094763,3.3069189,16.0,4
1.5018306,21.020836,6.8786592,15.0,5
-22.358015,-16.165098,-10.972896,2.0,0
-0.13393776,26.392614,-14.485782,17.0,4
-17.732483,7.2314086,-8.804481,5.0,0
-17.508085,-10.679973,-7.7594995,2.0,0
3.7354689,18.704649,12.37709,14.0,2
6.456047,-21.581299,16.240782,6.0,3
0.12855877,27.98108,-13.509939,17.0,4
-30.343113,6.0131793,-1.1494492,19.0,5
-18.9745,-12.940945,15.854321,3.0,0
-19.387638,-20.013376,7.8219624,12.0,2
29.023605,9.254826,13.242649,16.0,4
15.041909,5.983769,12.1126375,0.0,5
3.3431695,-19.589966,-23.13997,2.0,0
-10.297433,17.317719,4.761636,11.0,2
-4.9669237,12.61502,11.050416,19.0,5
-6.7561593,12.78516,-7.371161,2.0,0
12.181892,-3.433744,2.2831464,7.0,1
8.756687,9.331635,6.5573454,11.0,2
15.170057,10.100637,21.916962,10.0,1
-6.3158946,29.084854,1.7383691,10.0,1
-12.872331,18.651558,10.339939,11.0,2
14.144287,25.117716,-1.6730533,15.0,5
17.980345,-0.3139175,16.502436,9.0,1
3.3919675,-16.565247,5.056733,7.0,1
9.558799,9.448016,-0.25283712,17.0,4
17.985617,21.85521,-12.478664,0.0,5
-11.309887,-16.01169,8.313635,4.0,0
30.984125,4.847118,2.946251,10.0,1
-1.987454,21.104265,-3.6644475,19.0,5
10.897028,7.363196,-5.077109,16.0,4
18.522772,21.81545,3.0475752,19.0,5
0.8319215,24.830378,-15.11132,16.0,4
-20.555508,-10.179216,-14.767741,3.0,0
21.752237,4.908207,-14.902913,0.0,5
-7.503158,23.693329,2.4448533,19.0,5
12.562394,-3.3087995,18.026724,10.0,1
8.963304,5.3357406,-4.4682536,18.0,4
-11.101114,1.2600691,-28.493057,12.0,2
-6.8671393,-13.539903,-4.674832,1.0,0
-11.518135,-12.811185,1.2993958,5.0,0
-4.3024507,-10.920993,5.6555486,8.0,1
1.7693983,-17.739267,-3.6968591,1.0,0
5.7764235,-18.209864,-3.0070422,1.0,0
1.1823562,1.3598468,32.000095,7.0,1
-8.953434,-1.9282087,-8.12316,11.0,2
0.48936442,-27.721777,6.558614,10.0,1
6.8656487,-13.715727,0.55149317,5.0,0
12.12208,15.57403,-9.164555,18.0,4
-13.484862,-11.940025,5.8609405,3.0,0
-7.542919,-4.1123657,-13.865295,4.0,0
-4.960994,-7.024251,1.1106117,17.0,4
9.478743,-12.857733,-21.554832,10.0,1
5.465291,8.29234,-8.373334,8.0,1
4.8758473,22.968279,1.6238505,15.0,5
-8.128861,6.222616,19.704115,0.0,5
-18.194279,-10.948342,7.8090825,3.0,0
2.410279,-3.5519001,-20.3062,4.0,0
3.0030313,7.3574963,7.327186,15.0,5
-6.832876,-3.340373,12.791454,16.0,4
7.8115053,12.524122,-15.192333,4.0,0
0.5737536,-2.485935,7.276119,8.0,1
-16.085213,-20.359901,-12.737545,2.0,0
-8.818772,27.147299,1.4535639,14.0,2
-11.192475,-7.4986486,-25.530869,5.0,0
-0.85914,-28.100367,11.155375,6.0,3
-5.578831,-0.5218012,-10.051597,1.0,0
10.489036,-21.838873,4.3342395,3.0,0
1.8662981,-28.684664,8.134663,9.0,1
-3.663504,-19.058977,4.070963,4.0,0
-23.481266,1.8304989,-6.22686,5.0,0
-9.668848,-4.486885,9.435343,7.0,1
-16.348694,-19.624989,-4.285795,11.0,2
12.574661,-6.9190273,2.416072,2.0,0
-3.3593113,0.24303871,-18.017237,12.0,2
1.1986035,10.0536375,-6.8443346,0.0,5
-6.0728827,-21.607943,-0.19058965,2.0,0
-12.945789,-9.666185,-24.114359,5.0,0
20.178444,-18.57282,9.997111,1.0,0
17.862944,14.0444145,8.452508,13.0,2
15.308747,24.4846,8.594203,19.0,5
-14.889989,1.5035954,5.963729,9.0,1
5.1252666,-15.485263,0.18081996,1.0,0
27.04401,-13.167726,-1.0531536,4.0,0
-12.090587,-2.4316654,1.8002144,5.0,0
-7.2136,4.9582486,-17.366676,3.0,0
10.748454,29.723038,0.9839278,19.0,5
-14.852061,-2.2365243,12.286711,9.0,1
2.5546792,11.724398,10.44548,16.0,4
17.697094,-7.7253075,3.1266093,6.0,3
-13.368035,8.050279,9.490336,11.0,2
-10.988529,-31.216883,1.2413099,3.0,0
-23.879955,-13.742235,15.330123,3.0,0
6.9758425,-17.701336,-20.342823,3.0,0
-10.318005,3.280602,-16.01671,12.0,2
12.065561,-7.9317555,7.4166117,7.0,1
3.4485672,-24.818647,19.093796,6.0,3
-3.8677044,23.963816,-7.636631,13.0,2
5.688571,-10.242603,2.257044,12.0,2
-11.250923,-0.38693824,-23.696308,5.0,0
-9.537941,2.1405528,-23.867313,18.0,4
8.567449,30.959751,1.5829295,15.0,5
-19.833715,12.306332,16.245455,11.0,2
1.572726,-24.672625,20.118187,6.0,3
-13.398768,0.5381592,26.37437,11.0,2
-8.726023,3.1040134,-14.409248,4.0,0
4.610451,3.1742063,-13.63377,7.0,1
-24.807592,-5.8086114,-0.14499526,2.0,0
-10.4352865,-16.516426,-16.180624,2.0,0
25.872608,5.402316,14.222245,13.0,2
12.788264,-10.813793,8.891224,16.0,4
4.70069,-8.084252,-6.537637,12.0,2
9.256853,-9.553462,-25.695429,8.0,1
-12.555964,-19.635967,-7.395319,1.0,0
9.555505,29.88483,-0.060181297,15.0,5
4.802042,-12.094827,3.0148475,4.0,0
-17.10934,13.260622,14.604381,11.0,2
3.9196482,27.455847,-0.7844329,0.0,5
4.618128,-10.819671,7.880499,16.0,4
14.139321,11.571911,-25.818241,0.0,5
19.592276,2.9990292,6.359744,9.0,1
2.4140568,-18.378946,-16.674915,4.0,0
-24.790033,-10.199085,14.771754,7.0,1
-9.994757,4.8789034,16.175755,18.0,4
-34.30602,-3.1813123,-1.5451014,5.0,0
-18.329777,-4.061605,-7.2700305,5.0,0
-1.1934553,-17.934252,1.1729478,1.0,0
27.926718,5.035832,0.47259644,10.0,1
5.764048,11.235079,-15.10572,9.0,1
0.5455601,1.7702891,32.94826,8.0,1
8.596958,-5.946394,-20.477995,8.0,1
16.222193,-10.473666,-1.6655198,3.0,0
10.425324,1.0397862,7.2886696,7.0,1
-9.27457,1.4836076,15.344774,5.0,0
18.72207,11.829287,2.8526602,9.0,1
-21.87783,-15.263653,6.67551,9.0,1
-1.6046501,-12.791205,-13.30777,3.0,0
2.7426353,23.45787,10.670228,17.0,4
-1.2750028,-10.217749,9.717598,12.0,2
8.736287,-18.871614,-23.60931,12.0,2
10.237412,8.018136,-27.627266,0.0,5
-3.0729265,0.13021691,13.217039,7.0,1
-15.297612,-19.057272,-5.579067,2.0,0
23.935253,-1.5723832,-14.833757,19.0,5
-11.686489,23.703876,-0.9680525,14.0,2
-7.8536854,-32.699856,-7.2041078,4.0,0
-9.146612,-0.5838113,-11.287714,11.0,2
9.042789,26.002937,0.44350147,0.0,5
0.7821328,-10.309881,24.701778,17.0,4
-0.8846004,-26.58309,12.359595,6.0,3
10.145848,-21.92464,4.6507077,4.0,0
-13.103093,-0.38165998,-32.278988,1.0,0
-2.5286622,-10.595427,-13.238806,1.0,0
-23.643496,12.90254,13.61615,11.0,2
15.230863,-15.538672,9.170877,12.0,2
14.7935,7.775959,-8.480048,17.0,4
5.7581515,-23.257233,15.87994,6.0,3
10.957637,20.004692,-16.19414,17.0,4
7.952186,5.679441,23.898268,13.0,2
3.09485,25.833391,10.528499,16.0,4
-1.395466,5.241549,-29.25019,14.0,2
-18.828259,17.218407,13.243883,11.0,2
-12.954122,2.6385744,-4.613061,1.0,0
-8.416701,19.62068,2.767591,18.0,4
-2.2135603,13.540781,-19.216576,7.0,1
-25.471937,8.360457,-6.379439,0.0,5
4.2783146,2.3245325,17.971094,7.0,1
-16.211056,-20.296774,-12.576771,2.0,0
10.578114,21.767492,-14.526965,17.0,4
-10.104834,-11.034189,-10.902861,2.0,0
-7.4838834,-18.235592,7.2882366,16.0,4
-1.7669898,-11.713623,-7.360631,3.0,0
-0.3286666,11.833428,10.344722,7.0,1
-9.99127,-36.872204,-2.2637794,3.0,0
-27.172379,8.2302,-5.371572,0.0,5
3.9330587,4.2014174,22.124788,13.0,2
18.99967,-20.489193,12.380766,12.0,2
-14.256454,-11.063383,-0.29467568,1.0,0
15.704893,-23.059835,-2.3717635,10.0,1
-19.508648,20.116383,8.253862,11.0,2
16.475475,19.26742,-1.5610632,0.0,5
-15.466112,-6.8344846,3.2864254,5.0,0
23.17106,8.359116,-0.47229737,9.0,1
10.83462,24.093441,-19.015085,17.0,4
-2.4669607,24.714525,13.671527,17.0,4
2.2512186,5.8521867,9.999811,13.0,2
-30.567806,-0.1287882,-5.704547,3.0,0
17.497189,-15.293993,10.773317,3.0,0
-15.728344,-17.191025,-10.93468,1.0,0
-12.319423,-35.57723,-3.23079,3.0,0
6.5473046,-1.7747123,-3.612601,4.0,0
-2.4279628,25.311102,-14.828137,18.0,4
-15.140662,-3.2577364,-6.9424214,5.0,0
30.467522,3.1811244,-5.499035,10.0,1
22.195091,3.6584206,-16.360954,7.0,1
-2.416294,1.628343,30.105597,18.0,4
-23.820057,18.928343,8.317211,11.0,2
30.098457,-11.630082,0.9309022,10.0,1
-9.920892,8.243141,-8.659231,12.0,2
-18.83376,2.2915869,-2.3442981,1.0,0
5.9854503,2.6768985,-7.010298,15.0,5
3.110226,-10.962752,1.314161,1.0,0
3.3233137,-10.676409,16.869959,18.0,4
-1.2665453,23.030237,-9.169558,16.0,4
-11.917028,-10.423435,7.524052,1.0,0
-17.808838,-6.7353406,-11.987181,5.0,0
6.048343,-2.3152955,3.6449454,8.0,1
1.1122009,-5.0487947,-15.800484,4.0,0
17.450758,-18.291468,10.150542,19.0,5
12.671831,1.4531331,6.833762,13.0,2
18.987825,18.112955,7.8315625,0.0,5
7.7182636,1.5234283,23.985018,8.0,1
9.838406,-5.4248333,-20.338552,10.0,1
3.0395823,-10.083652,10.4670315,9.0,1
27.853218,-14.789485,-1.0494305,0.0,5
15.035666,-15.14288,-16.23855,17.0,4
8.032214,-8.0519,-17.335665,8.0,1
-12.762264,-15.4824505,16.2575,10.0,1
13.157964,18.360079,-2.6353788,15.0,5
-19.263983,-14.608004,6.780521,6.0,3
12.497559,0.56138384,1.4402311,9.0,1
16.57486,-16.029781,7.61544,9.0,1
4.5089617,11.341756,-22.016443,8.0,1
-7.0895653,-3.7609189,-3.9382293,1.0,0
-3.2953806,18.784073,-4.1664233,12.0,2
-10.12006,0.8922676,8.53715,7.0,1
5.2472725,-23.786945,-4.2334414,1.0,0
14.742974,25.767244,4.979187,19.0,5
1.1417855,10.003611,7.514816,9.0,1
-9.985342,3.125934,-7.07811,3.0,0
-3.0703306,-23.99377,1.992269,1.0,0
-3.8378277,20.207657,-11.82549,17.0,4
2.9484138,20.665457,3.8894358,19.0,5
-32.08885,-5.1979084,-0.6863111,5.0,0
0.12638605,-4.683634,-29.657154,14.0,2
-12.540799,1.1714132,21.6993,13.0,2
-20.089535,-10.334291,17.362038,8.0,1
4.2353535,-25.752047,-4.678081,2.0,0
24.95604,5.452146,-3.6105168,10.0,1
11.471869,23.392841,4.7312937,15.0,5
20.751389,-15.108155,14.903373,8.0,1
-0.533787,20.75484,-9.087723,18.0,4
6.3653483,22.568222,1.7783436,15.0,5
-28.501757,4.5803766,-8.33207,0.0,5
-2.4383335,-26.835003,15.92799,6.0,3
-12.064819,-31.719152,-2.3963487,4.0,0
-12.945047,0.82087576,-20.857988,14.0,2
-1.2010734,9.930439,-14.098757,7.0,1
-4.014832,-2.2139294,-12.4093895,12.0,2
7.934443,-24.863314,14.665782,6.0,3
-17.421738,19.096231,5.521729,11.0,2
-9.019287,13.668345,-6.826171,4.0,0
-2.7507696,-11.211926,-17.00063,4.0,0
22.46959,-0.7216339,-11.22896,16.0,4
-19.773544,-5.5400352,-8.041397,5.0,0
24.136288,0.27214986,-1.5531607,9.0,1
-10.356101,-33.442787,-2.449816,3.0,0
-6.0407023,0.26065755,5.185314,13.0,2
8.489462,7.587357,-15.4216175,7.0,1
-1.6104683,24.868567,-7.9915366,16.0,4
5.427575,-9.4073925,1.8816131,12.0,2
-15.992374,-10.219049,-2.989467,5.0,0
-11.68941,12.072537,2.8752751,13.0,2
22.833605,17.605345,8.224205,15.0,5
10.232404,1.1000806,7.2030053,18.0,4
-1.1955662,-14.425187,-12.7769785,3.0,0
-6.24472,8.47153,-5.1072383,7.0,1
11.536142,-22.780392,0.06848965,4.0,0
3.209265,-23.147749,16.203701,6.0,3
-6.3366113,-1.2377977,17.662483,8.0,1
-23.127363,5.023582,4.6719627,12.0,2
-1.3605978,-11.70108,26.86852,17.0,4
2.5583842,-2.4587448,-13.681486,3.0,0
-15.928357,-1.0614928,7.5903926,7.0,1
-6.4089246,13.986711,17.977736,7.0,1
-4.449267,-13.651505,-12.820422,3.0,0
-17.662783,7.8686957,21.340828,16.0,4
-1.8278168,-3.0063658,12.665568,18.0,4
1.7533259,-15.374479,6.076128,10.0,1
21.68718,-2.5828426,-16.078093,12.0,2
-20.197433,4.5421805,11.926794,11.0,2
23.076244,-8.558398,-13.637517,19.0,5
1.4807017,29.462833,-14.165291,17.0,4
25.415615,-13.705134,-11.893276,4.0,0
-23.532501,7.9401646,-9.730571,8.0,1
2.0271392,-1.4111993,34.79811,18.0,4
-12.972142,-9.694527,-24.098942,5.0,0
27.268806,2.4065492,-6.5041614,10.0,1
-11.850654,-14.615425,21.490694,7.0,1
-9.293173,10.288954,-6.1078258,15.0,5
12.954623,19.631704,4.1801004,15.0,5
-0.50152355,1.6188033,30.488285,11.0,2
-18.453705,-2.900944,-7.3693595,5.0,0
0.5379918,-14.411981,1.5208704,14.0,2
19.046652,-20.299852,12.402254,12.0,2
-18.506289,-0.6158774,11.29436,14.0,2
8.896295,0.47694233,21.714632,8.0,1
-17.349808,18.21072,12.212947,11.0,2
8.320209,3.4944098,-0.9470717,16.0,4
20.108728,1.6074202,-15.228788,7.0,1
-15.035606,-6.389415,-4.7558303,5.0,0
7.5206046,7.164024,-14.7231455,16.0,4
8.239476,-1.0576198,-9.398014,1.0,0
8.9264765,-8.799053,26.389431,1.0,0
15.519477,3.5897076,0.13274303,0.0,5
17.244574,-17.49363,12.682311,5.0,0
26.17861,-13.500348,-12.336714,4.0,0
-12.847016,7.883635,18.747765,7.0,1
14.759657,8.412204,-26.49044,0.0,5
-0.61480623,-19.713362,2.3843205,2.0,0
-2.087199,-26.216543,16.694181,6.0,3
18.152512,-14.653617,9.518396,4.0,0
12.474703,-10.923654,8.491027,10.0,1
-2.9371471,-16.331865,9.83791,3.0,0
27.471626,-15.115384,-11.599633,4.0,0
-15.549443,12.6715765,13.886541,11.0,2
26.510515,-9.0435505,-12.942972,19.0,5
-7.699585,-4.159773,-13.897215,4.0,0
9.835202,-2.7305388,15.9322405,18.0,4
26.311089,3.8544261,-8.50215,10.0,1
2.0832226,23.312683,-4.0708923,0.0,5
10.34719,21.03933,-16.04552,17.0,4
7.7538347,1.8430326,-12.550092,7.0,1
25.657486,8.632005,-0.9831176,10.0,1
-23.828943,-0.2950572,-7.891119,5.0,0
-10.9143505,-0.1934641,12.585711,12.0,2
-9.756274,-5.1889715,-26.522455,3.0,0
-6.926164,22.892864,-14.829628,14.0,2
7.0545816,-1.2258486,-10.454648,4.0,0
25.937695,4.826059,-4.2798133,10.0,1
-6.0760946,-19.211832,-3.0775723,1.0,0
-2.8322976,5.100341,-7.5208063,12.0,2
-3.112542,-5.0379124,11.434543,13.0,2
10.61656,4.199406,11.258287,17.0,4
-6.3975616,20.293917,-5.8846602,18.0,4
-4.9134674,-11.29396,-19.352053,4.0,0
-13.725763,-32.20116,-8.272358,4.0,0
10.223321,30.429293,-0.9466355,15.0,5
-5.3060665,14.841263,-14.410878,14.0,2
-1.821223,15.716527,0.2281703,0.0,5
-2.074844,6.2962503,-3.0881207,18.0,4
6.0796623,-9.826461,-20.681927,12.0,2
16.265778,23.126076,-5.289916,0.0,5
3.8415895,11.850042,20.585377,13.0,2
-11.257253,-34.170185,-6.9327784,4.0,0
-25.781092,7.9331827,-7.8301425,12.0,2
-3.5646503,22.474161,14.525189,13.0,2
-3.2521074,-1.1939933,10.544939,12.0,2
-5.5222797,-3.730093,10.38767,13.0,2
0.112725325,5.328273,-5.0105233,9.0,1
-14.942157,-15.912268,-5.617697,5.0,0
-2.4183216,25.356085,-4.4079275,18.0,4
-23.086044,14.9222145,4.367631,5.0,0
9.258672,8.121047,22.03409,13.0,2
2.8826535,12.627679,-2.8181405,17.0,4
-16.539873,-2.9573107,9.948769,0.0,5
6.848387,-16.151615,-17.99564,3.0,0
-17.958984,8.271605,-4.600988,13.0,2
-6.235879,8.458073,-12.382462,4.0,0
-8.683674,9.642565,-13.622187,7.0,1
3.0351703,3.8939073,20.821274,11.0,2
-3.4021623,26.203619,-0.73810476,13.0,2
-9.620433,0.83970636,-26.577408,8.0,1
-1.1967556,-19.789976,17.999102,6.0,3
-6.802873,-12.346415,3.091006,2.0,0
8.508551,0.044724222,3.1594114,13.0,2
-19.048372,-19.067041,-12.534638,2.0,0
-1.9762601,-30.274364,-7.6252284,2.0,0
-5.6643114,-19.616318,-11.301482,6.0,3
19.622694,-10.662509,-13.447129,12.0,2
6.040602,8.658048,15.952961,8.0,1
10.578494,-7.2346773,2.5046716,12.0,2
-3.0873284,18.672583,-15.294839,14.0,2
-9.775807,-1.9587585,12.507778,16.0,4
13.668455,-10.129175,-17.342491,12.0,2
13.456466,21.179459,-1.8237404,15.0,5
-27.660837,-8.694983,14.945728,2.0,0
-5.201214,14.756094,2.457675,16.0,4
0.23665377,3.3397877,30.889048,18.0,4
-0.40592292,1.5773307,32.356365,18.0,4
-25.962357,13.064314,-6.3554688,4.0,0
-7.83883,10.289737,-3.8114061,6.0,3
6.547278,23.042519,-2.3592343,15.0,5
-15.096509,3.330223,12.2998,14.0,2
-28.255898,2.0155015,12.303081,14.0,2
13.511286,-14.749406,19.511858,18.0,4
-11.908584,-4.1575656,8.51909,19.0,5
24.902952,4.8098083,-2.119807,10.0,1
-1.3232073,-21.906324,-4.547614,5.0,0
-26.140404,8.011423,-1.3723073,16.0,4
